Count,Message,SearchCriteria,Results
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12224, 'Model_Name': 'VT1100C (SHADOW SPIRIT 1100)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12225, 'Model_Name': 'VT1100C2 (SHADOW SABRE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12226, 'Model_Name': 'VT1100D2'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12228, 'Model_Name': 'NRX1800 (VALKYRIE RUNE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12230, 'Model_Name': 'VTX1800F1/VTX1800F'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12231, 'Model_Name': 'VTX1800F3/VTX1800F'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12232, 'Model_Name': 'VTX1800N/VTX1800 NEO RETRO'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12233, 'Model_Name': 'VTX1800N1/VTX1800N'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12234, 'Model_Name': 'VTX1800N3/VTX1800N'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12235, 'Model_Name': 'VTX1800R/VTX1800 RETRO'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12236, 'Model_Name': 'VTX1800S/VTX1800 SPOKE'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12237, 'Model_Name': 'VTX1800T/VTX1800T TOURER'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12238, 'Model_Name': 'VTX1800T1/VTX1800T'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12288, 'Model_Name': 'CB599'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12289, 'Model_Name': 'VFR800'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12315, 'Model_Name': 'VFR800A'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12316, 'Model_Name': 'VFR800AT'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12318, 'Model_Name': 'CB900'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12319, 'Model_Name': 'CB900 (919)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12323, 'Model_Name': 'VTR1000S (RC51)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12324, 'Model_Name': 'XL200R'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12326, 'Model_Name': 'NT650J'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12327, 'Model_Name': 'CR85'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12349, 'Model_Name': 'CG150ESD'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12350, 'Model_Name': 'XR200R'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12353, 'Model_Name': 'NSR50MIN'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12357, 'Model_Name': 'TRX700EX'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12359, 'Model_Name': 'TRX350FE'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12360, 'Model_Name': 'TRX350FM'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12361, 'Model_Name': 'TRX350TE'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12362, 'Model_Name': 'TRX350TM'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12363, 'Model_Name': 'TRX400FA'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12364, 'Model_Name': 'TRX400FG (FourTrax 400)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12367, 'Model_Name': 'TRX450FM'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12371, 'Model_Name': 'TRX500 (FourTrax)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12372, 'Model_Name': 'TRX650FA (Rincon)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12373, 'Model_Name': 'TRX650FG (Rincon)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12375, 'Model_Name': 'NSS250A (REFLEX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12376, 'Model_Name': 'PS250 (BIG RUCKUS)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12382, 'Model_Name': 'VT600CD (SHADOW VLX DELUXE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12386, 'Model_Name': 'VT750 (A.C.E.)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12387, 'Model_Name': 'VT750 (Shadow Spirit 750)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12388, 'Model_Name': 'VT750 (Shadow Ace/Aero)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12389, 'Model_Name': 'VT1100C2D (SABRE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12390, 'Model_Name': 'VTX1800C1/VTX1800C'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12391, 'Model_Name': 'VTX1800FD'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12392, 'Model_Name': 'VTX1800F2/VTX1800F'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12393, 'Model_Name': 'VTX1800ND'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12394, 'Model_Name': 'VTX1800N2/VTX1800N'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12395, 'Model_Name': 'VTX1800R1/VTX1800R'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12396, 'Model_Name': 'VTX1800R2/VTX1800R'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12397, 'Model_Name': 'VTX1800R3/VTX1800R'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12398, 'Model_Name': 'VTX1800TD'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12399, 'Model_Name': 'VTX1800T2/VTX1800T'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12403, 'Model_Name': 'VFR800AT (INTERCEPTOR ABS)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12408, 'Model_Name': 'TRX250 (SportTrax 250)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12409, 'Model_Name': 'TRX300EX (SportTrax 300)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12410, 'Model_Name': 'TRX400EX (SportTrax 400)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12411, 'Model_Name': 'TRX450ERB (SportTrax 450)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12412, 'Model_Name': 'TRX450ER (SportTrax 450)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12413, 'Model_Name': 'TRX250 (FourTrax 250)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12415, 'Model_Name': 'TRX400FA (FourTrax Rancher AT)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12416, 'Model_Name': 'TRX400FGA (FourTrax Rancher AT)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12418, 'Model_Name': 'CH80 (Elite)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12420, 'Model_Name': 'CN250 (Helix)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12421, 'Model_Name': 'NSS250AS (REFLEX SPORT)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12422, 'Model_Name': 'NSS250S (REFLEX SPORT)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12423, 'Model_Name': 'NSS250 (REFLEX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12455, 'Model_Name': 'VT600C (VLX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12457, 'Model_Name': 'VTX1300T'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12458, 'Model_Name': 'VTX1800C2/VTX1800C'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12459, 'Model_Name': 'VTX1800C3/VTX1800C'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12460, 'Model_Name': 'VTX1800S1/VTX1800S'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12461, 'Model_Name': 'VTX1800S2/VTX1800S'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12462, 'Model_Name': 'VTX1800S3/VTX1800S'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12470, 'Model_Name': 'VFR800 (SPORT TOURER)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12471, 'Model_Name': 'VFR800A (SPORT TOURER)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12472, 'Model_Name': 'CB900 (Hornet)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12474, 'Model_Name': 'RVT1000R (RC51)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12483, 'Model_Name': 'TRX90 (Fourtrax 90)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12485, 'Model_Name': 'TRX350FE (FourTrax Rancher)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12486, 'Model_Name': 'TRX350FM (FourTrax Rancher)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12487, 'Model_Name': 'TRX350TE (FourTrax Rancher)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12488, 'Model_Name': 'TRX350TM (FourTrax Rancher)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12493, 'Model_Name': 'VTR1000F (SUPERHAWK)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12499, 'Model_Name': 'NRX1800DA (VALKYRIE RUNE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12500, 'Model_Name': 'NRX1800DB (VALKYRIE RUNE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12501, 'Model_Name': 'NRX1800EA (VALKYRIE RUNE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12502, 'Model_Name': 'NRX1800EB (VALKYRIE RUNE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12503, 'Model_Name': 'VTX1800C1 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12504, 'Model_Name': 'VTX1800C2 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12505, 'Model_Name': 'VTX1800C3 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12506, 'Model_Name': 'VTX1800F1 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12507, 'Model_Name': 'VTX1800F2 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12508, 'Model_Name': 'VTX1800N3 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12509, 'Model_Name': 'VTX1800N2 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12510, 'Model_Name': 'VTX1800N1 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12511, 'Model_Name': 'VTX1800R3 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12512, 'Model_Name': 'VTX1800R2 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12513, 'Model_Name': 'VTX1800R1 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12514, 'Model_Name': 'VTX1800S3 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12515, 'Model_Name': 'VTX1800S2 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12516, 'Model_Name': 'VTX1800S1 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12520, 'Model_Name': 'VTX1800F3 (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12523, 'Model_Name': 'RC1000VS (RC213V-S)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12527, 'Model_Name': 'TRX90 (SportTrax 90)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12528, 'Model_Name': 'TRX250 (Recon)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12530, 'Model_Name': 'TRX400FW (FourTrax Foreman 400)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12531, 'Model_Name': 'TRX450FE (FourTrax Foreman)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12532, 'Model_Name': 'TRX450FM (FourTrax Foreman)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12534, 'Model_Name': 'TRX650FA (FourTrax Rincon)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12535, 'Model_Name': 'TRX650FGA (FourTrax Rincon)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12537, 'Model_Name': 'CRF1000'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12539, 'Model_Name': 'VFR1200X'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12540, 'Model_Name': 'VFR1200XD'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12542, 'Model_Name': 'CHF50 (Metropolitan II)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12546, 'Model_Name': 'NRX1800BA (VALKYRIE RUNE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12547, 'Model_Name': 'NRX1800BB (VALKYRIE RUNE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12548, 'Model_Name': 'VTX1800C (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12552, 'Model_Name': 'TRX400FGA'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12554, 'Model_Name': 'CB750 (Nighthawk 750)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12555, 'Model_Name': 'VF750C (MAGNA)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12564, 'Model_Name': 'CBR900/CBR954'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12565, 'Model_Name': 'CBR900/CBR929'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12568, 'Model_Name': 'VTX1800R (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12569, 'Model_Name': 'VTX1800S (VTX)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12570, 'Model_Name': 'GL1500 (Valkyrie)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12571, 'Model_Name': 'XR70R'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12572, 'Model_Name': 'XR50'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12573, 'Model_Name': 'CR80'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12575, 'Model_Name': 'XR80R'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12576, 'Model_Name': 'XR100R'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12581, 'Model_Name': 'VFR800Fi (INTERCEPTOR)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12583, 'Model_Name': 'ST1100A'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12584, 'Model_Name': 'VT1100C3 (SHADOW AERO)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12585, 'Model_Name': 'GL1500C (VALKYRIE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12586, 'Model_Name': 'GL1500CD (VALKYRIE TOURER)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12587, 'Model_Name': 'GL1500CT (VALKYRIE TOURER)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12588, 'Model_Name': 'GL1500CF (VALKYRIE INTERSTATE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12589, 'Model_Name': 'GL1500SE (GOLD WING SE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12618, 'Model_Name': 'VT600CD2'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12647, 'Model_Name': 'VT1100T (SHADOW ACE TOURER)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12651, 'Model_Name': 'CR500R'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12654, 'Model_Name': 'VF750C2 (MAGNA)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12658, 'Model_Name': 'GL1500A (GOLD WING ASPENCADE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12662, 'Model_Name': 'VT1100C2 (SHADOW ACE)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12663, 'Model_Name': 'Z50R'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12664, 'Model_Name': 'PC800 (PACIFIC COAST)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12671, 'Model_Name': 'XR200'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12709, 'Model_Name': 'GL1500i'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12710, 'Model_Name': 'EZ90'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12722, 'Model_Name': 'RVF750R (RC45)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 12839, 'Model_Name': 'TRX400FG'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 13450, 'Model_Name': 'Cota 300RR'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14008, 'Model_Name': 'Honda Utility Vehicle'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14060, 'Model_Name': 'CBR600'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14249, 'Model_Name': 'Clarity'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14789, 'Model_Name': 'CH250'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14790, 'Model_Name': 'SE50PI'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14791, 'Model_Name': 'CH150'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14792, 'Model_Name': 'SE50H'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14793, 'Model_Name': 'SE50PH'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14794, 'Model_Name': 'NQ50'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14795, 'Model_Name': 'CMX450C'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14796, 'Model_Name': 'VT700C (Shadow)'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14797, 'Model_Name': 'VR700FII'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14799, 'Model_Name': 'XL250R'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14800, 'Model_Name': 'XL600R'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14801, 'Model_Name': 'TLR200'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14803, 'Model_Name': 'CN250'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14804, 'Model_Name': 'NB50'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14805, 'Model_Name': 'VF1000R'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14806, 'Model_Name': 'VF500F'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14807, 'Model_Name': 'CB450'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14808, 'Model_Name': 'TG50'}"
443,Response returned successfully,Make:honda,"{'Make_ID': 474, 'Make_Name': 'Honda', 'Model_ID': 14809, 'Model_Name': 'CB700'}"
